order_id,device_id,order_creation_time,preceding_event,following_event,previous_status,status_time,count_total_events_before_3min,count_status_code_0_before_3min,count_status_code_200_before_3min,count_status_code_401_before_3min,count_error_econnaborted_before_3min,count_error_generic_error_before_3min,count_no_error_code_before_3min,count_total_events_after_3min,count_status_code_0_after_3min,count_status_code_200_after_3min,count_status_code_401_after_3min,count_error_econnaborted_after_3min,count_error_generic_error_after_3min,count_no_error_code_after_3min,count_total_events_before_60min,count_status_code_0_before_60min,count_status_code_200_before_60min,count_status_code_401_before_60min,count_error_econnaborted_before_60min,count_error_generic_error_before_60min,count_no_error_code_before_60min
102515492,53d16c33-5980-4ad8-9032-f85d686d2855,2020-02-26 12:49:35,2020-02-26 12:49:20.247,2020-02-26 12:49:35.437,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102515560,ef6292e3-f5d2-45e6-98de-d63f9a58b563,2020-02-26 12:49:45,2020-02-26 12:49:42.000,2020-02-26 12:49:50.876,,,10,0,10,0,0,0,10,12,0,12,0,0,0,12,185,0,185,0,0,0,185
102515827,a8e81a48-afae-41c3-88b1-92dc858fe556,2020-02-26 12:51:12,2020-02-26 12:51:05.779,2020-02-26 12:51:21.089,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102515379,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 12:52:04,2020-02-26 12:51:57.351,2020-02-26 12:52:13.512,,,11,0,11,0,0,0,11,10,0,10,0,0,0,10,215,0,215,0,0,0,215
102516170,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 12:52:54,2020-02-26 12:52:47.317,2020-02-26 12:53:03.024,,,12,0,12,0,0,0,12,10,0,10,0,0,0,10,188,0,188,0,0,0,188
102516251,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 12:53:25,2020-02-26 12:53:13.855,2020-02-26 12:53:29.105,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102516323,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 12:53:44,2020-02-26 12:53:34.303,2020-02-26 12:53:50.916,,,11,0,11,0,0,0,11,11,0,11,0,0,0,11,188,0,188,0,0,0,188
102516473,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 12:54:38,2020-02-26 12:54:30.194,2020-02-26 12:54:45.469,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,233,0,233,0,0,0,233
102516534,82fb1d95-c894-4499-825e-8774d0247087,2020-02-26 12:54:47,2020-02-26 12:54:40.339,2020-02-26 12:54:55.991,ONLINE,2020-02-26 09:29:19.784,12,0,12,0,0,0,12,11,0,11,0,0,0,11,230,0,230,0,0,0,230
102516870,71aec223-c5e1-4d4b-982b-77d14b9f0d19,2020-02-26 12:56:15,2020-02-26 12:56:05.636,2020-02-26 12:56:21.199,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,106,0,106,0,0,0,106
102516871,ea6991c2-0bb6-42f9-9ebf-81309e17f2d9,2020-02-26 12:56:30,2020-02-26 12:56:29.171,2020-02-26 12:56:44.672,ONLINE,2020-02-26 11:38:45.779,12,0,12,0,0,0,12,11,0,11,0,0,0,11,182,0,182,0,0,0,182
102516997,a8d153dc-2294-4446-b190-78dd8c306e74,2020-02-26 12:56:59,2020-02-26 12:56:50.679,2020-02-26 12:57:01.351,ONLINE,2020-02-26 11:30:14.088,3,1,2,0,1,0,2,4,1,3,0,1,0,3,166,11,155,0,11,0,155
102517157,9fa99981-db15-45fd-a1ea-9946d9560a4e,2020-02-26 12:57:45,2020-02-26 12:57:38.083,2020-02-26 12:57:53.409,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102517171,28267633-0634-49d5-b7ab-0b9882a9ab71,2020-02-26 12:57:46,2020-02-26 12:57:22.346,2020-02-26 12:57:54.626,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,164,6,158,0,0,6,158
102517161,7f27431a-a418-425b-a8bd-5514d9c8e29d,2020-02-26 12:57:50,2020-02-26 12:56:38.521,2020-02-26 12:58:53.609,,,3,0,3,0,0,0,3,1,0,1,0,0,0,1,14,0,14,0,0,0,14
102517170,42b96879-3c9b-4e3c-baa7-863fd341a532,2020-02-26 12:58:47,2020-02-26 12:58:46.114,2020-02-26 12:59:01.845,,,11,0,11,0,0,0,11,11,0,11,0,0,0,11,222,0,222,0,0,0,222
102517174,a8d153dc-2294-4446-b190-78dd8c306e74,2020-02-26 12:59:13,2020-02-26 12:58:17.284,2020-02-26 13:00:07.919,ONLINE,2020-02-26 11:30:14.088,6,1,5,0,1,0,5,8,0,8,0,0,0,8,166,11,155,0,11,0,155
102517631,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:00:23,2020-02-26 13:00:14.793,2020-02-26 13:00:30.243,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,233,0,233,0,0,0,233
102517663,7dd7a222-0b6c-4835-adb7-12013d02f1b0,2020-02-26 13:00:28,2020-02-26 13:00:25.970,2020-02-26 13:00:41.341,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,232,0,232,0,0,0,232
102517733,39e0c50e-fd53-487e-8e15-234cc34fbc8c,2020-02-26 13:00:49,2020-02-26 13:00:42.102,2020-02-26 13:00:57.462,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102517782,4e3a2f5c-8364-468f-abaa-0eb6deb984ef,2020-02-26 13:01:21,2020-02-26 13:01:16.592,2020-02-26 13:01:33.822,,,10,0,10,0,0,0,10,11,0,11,0,0,0,11,201,4,197,0,4,0,197
102518098,2bbf7565-cb18-4790-9673-bfe179a94a77,2020-02-26 13:02:30,2020-02-26 13:01:08.922,2020-02-26 13:04:45.866,,,1,1,0,0,1,0,0,3,0,3,0,0,0,3,24,4,20,0,4,0,20
102518298,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:03:46,2020-02-26 13:03:31.018,2020-02-26 13:03:47.158,ONLINE,2020-02-26 13:00:33.317,10,0,10,0,0,0,10,12,0,12,0,0,0,12,213,1,212,0,0,1,212
102518497,9df98071-0c86-461d-94d0-3a13533172da,2020-02-26 13:04:33,2020-02-26 13:04:30.762,2020-02-26 13:04:47.117,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,231,0,231,0,0,0,231
102518682,ce095f7d-949d-48da-a48c-cbf2e496c1b9,2020-02-26 13:05:39,2020-02-26 13:05:30.111,2020-02-26 13:05:45.767,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,229,0,229,0,0,0,229
102518766,284e8563-20dd-4dff-85d1-71a65181266e,2020-02-26 13:06:59,2020-02-26 13:06:52.020,2020-02-26 13:07:07.171,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,236,0,236,0,0,0,236
102518958,a8d153dc-2294-4446-b190-78dd8c306e74,2020-02-26 13:07:10,2020-02-26 13:07:07.773,2020-02-26 13:07:23.240,ONLINE,2020-02-26 11:30:14.088,11,0,11,0,0,0,11,11,0,11,0,0,0,11,172,9,163,0,9,0,163
102519266,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:08:24,2020-02-26 13:08:22.917,2020-02-26 13:09:26.104,,,3,0,3,0,0,0,3,8,0,8,0,0,0,8,175,0,175,0,0,0,175
102519329,37038c92-5c1d-4fa8-8416-1c0402eaf002,2020-02-26 13:08:30,2020-02-26 13:08:29.319,2020-02-26 13:09:07.293,,,10,0,10,0,0,0,10,10,0,10,0,0,0,10,53,2,51,0,2,0,51
102519166,4e45b3b4-85c0-4b77-b773-b85d63948f3f,2020-02-26 13:08:32,2020-02-26 13:08:20.946,2020-02-26 13:08:36.737,,,22,0,22,0,0,0,22,8,0,8,0,0,0,8,30,0,30,0,0,0,30
102519511,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:09:24,2020-02-26 13:09:15.685,2020-02-26 13:09:30.968,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,233,0,233,0,0,0,233
102519513,58a2bb21-9182-4885-9dae-e51d511f7fb0,2020-02-26 13:09:42,2020-02-26 13:09:29.692,2020-02-26 13:09:46.378,,,11,0,11,0,0,0,11,10,0,10,0,0,0,10,217,0,217,0,0,0,217
102519579,75f4361b-fdf3-40f9-a9f0-358e5a04951f,2020-02-26 13:09:52,2020-02-26 13:09:50.221,2020-02-26 13:10:05.799,ONLINE,2020-02-26 11:49:33.518,12,0,12,0,0,0,12,11,0,11,0,0,0,11,222,0,222,0,0,0,222
102519596,4daffa4e-a64d-4a3a-a687-de230b2568a4,2020-02-26 13:10:03,2020-02-26 13:09:59.174,2020-02-26 13:10:14.518,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,224,0,224,0,0,0,224
102519727,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:10:35,2020-02-26 13:10:29.027,2020-02-26 13:10:44.445,,,6,0,6,0,0,0,6,11,0,11,0,0,0,11,172,0,172,0,0,0,172
102519771,ea6991c2-0bb6-42f9-9ebf-81309e17f2d9,2020-02-26 13:10:48,2020-02-26 13:10:35.666,2020-02-26 13:10:51.075,ONLINE,2020-02-26 11:38:45.779,11,0,11,0,0,0,11,12,0,12,0,0,0,12,228,0,228,0,0,0,228
102519932,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:11:54,2020-02-26 13:11:46.486,2020-02-26 13:12:02.016,,,10,0,10,0,0,0,10,11,0,11,0,0,0,11,173,0,173,0,0,0,173
102520128,82fb1d95-c894-4499-825e-8774d0247087,2020-02-26 13:12:45,2020-02-26 13:12:38.169,2020-02-26 13:12:53.615,ONLINE,2020-02-26 09:29:19.784,12,0,12,0,0,0,12,11,0,11,0,0,0,11,229,0,229,0,0,0,229
102520403,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,2020-02-26 13:13:50,2020-02-26 13:13:43.849,2020-02-26 13:13:59.588,,,6,2,4,0,2,0,4,4,2,2,0,2,0,2,168,14,154,0,14,0,154
102520552,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 13:14:42,2020-02-26 13:14:30.945,2020-02-26 13:14:47.264,,,10,0,10,0,0,0,10,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102520548,4e3a2f5c-8364-468f-abaa-0eb6deb984ef,2020-02-26 13:14:42,2020-02-26 13:14:41.768,2020-02-26 13:14:58.562,,,11,0,11,0,0,0,11,10,0,10,0,0,0,10,206,3,203,0,3,0,203
102520607,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,2020-02-26 13:15:02,2020-02-26 13:14:50.117,2020-02-26 13:15:49.443,,,7,2,5,0,2,0,5,5,1,4,0,1,0,4,166,15,151,0,15,0,151
102520793,7334b116-f0d8-4391-b89e-597d85c4ad0e,2020-02-26 13:15:58,2020-02-26 13:14:34.630,2020-02-26 13:17:58.507,,,2,0,2,0,0,0,2,4,0,4,0,0,0,4,57,0,57,0,0,0,57
102520863,ccebfc7b-060c-4930-8261-eea2a1b36143,2020-02-26 13:16:02,2020-02-26 13:15:53.702,2020-02-26 13:16:09.741,,,7,0,7,0,0,0,7,11,0,11,0,0,0,11,115,1,114,0,1,0,114
102520111,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:17:45,2020-02-26 13:17:35.904,2020-02-26 13:17:54.620,ONLINE,2020-02-26 13:00:33.317,11,0,11,0,0,0,11,11,0,11,0,0,0,11,213,1,212,0,0,1,212
102521410,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:18:56,2020-02-26 13:18:41.624,2020-02-26 13:18:57.176,ONLINE,2020-02-26 13:00:33.317,11,0,11,0,0,0,11,12,0,12,0,0,0,12,213,1,212,0,0,1,212
102521397,e11ac19f-86ec-494f-b34b-cdc6e7d90d0f,2020-02-26 13:19:08,2020-02-26 13:19:03.338,2020-02-26 13:19:18.780,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,175,1,174,0,0,1,174
102521657,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 13:19:56,2020-02-26 13:19:41.073,2020-02-26 13:19:56.656,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,229,0,229,0,0,0,229
102521658,7334b116-f0d8-4391-b89e-597d85c4ad0e,2020-02-26 13:19:57,2020-02-26 13:19:31.207,2020-02-26 13:22:21.365,,,7,0,7,0,0,0,7,3,0,3,0,0,0,3,58,0,58,0,0,0,58
102521698,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:20:11,2020-02-26 13:20:08.393,2020-02-26 13:20:23.866,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102521871,7334b116-f0d8-4391-b89e-597d85c4ad0e,2020-02-26 13:20:58,2020-02-26 13:19:31.207,2020-02-26 13:22:21.365,,,7,0,7,0,0,0,7,7,0,7,0,0,0,7,57,0,57,0,0,0,57
102521986,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:21:33,2020-02-26 13:21:24.474,2020-02-26 13:21:40.544,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,184,0,184,0,0,0,184
102521958,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:21:43,2020-02-26 13:21:35.152,2020-02-26 13:21:53.225,ONLINE,2020-02-26 13:00:33.317,11,0,11,0,0,0,11,11,0,11,0,0,0,11,213,1,212,0,0,1,212
102521902,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,2020-02-26 13:21:58,2020-02-26 13:21:54.766,2020-02-26 13:22:15.264,,,3,0,3,0,0,0,3,2,1,1,0,1,0,1,152,17,135,0,17,0,135
102522118,a28920b9-43fe-448b-9d1d-7c0948ab206a,2020-02-26 13:22:25,2020-02-26 13:22:18.613,2020-02-26 13:22:33.876,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,227,1,226,0,0,1,226
102521629,58a2bb21-9182-4885-9dae-e51d511f7fb0,2020-02-26 13:23:10,2020-02-26 13:22:57.389,2020-02-26 13:23:12.724,,,10,0,10,0,0,0,10,11,0,11,0,0,0,11,216,0,216,0,0,0,216
102521678,ea6991c2-0bb6-42f9-9ebf-81309e17f2d9,2020-02-26 13:23:45,2020-02-26 13:23:44.188,2020-02-26 13:23:59.851,ONLINE,2020-02-26 11:38:45.779,12,0,12,0,0,0,12,11,0,11,0,0,0,11,230,0,230,0,0,0,230
102522423,269bfda4-bba8-4720-99d5-123381c14fbc,2020-02-26 13:24:00,2020-02-26 13:23:45.028,2020-02-26 13:24:00.400,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102522482,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:24:05,2020-02-26 13:23:59.498,2020-02-26 13:24:14.784,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102522455,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:24:20,2020-02-26 13:24:14.784,2020-02-26 13:24:30.264,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102522558,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:24:42,2020-02-26 13:24:30.264,2020-02-26 13:24:45.594,,,11,0,11,0,0,0,11,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102522672,15f3a119-fa85-4cea-bf80-5f5d1d30f719,2020-02-26 13:25:12,2020-02-26 13:24:45.674,2020-02-26 13:25:17.718,,,10,0,10,0,0,0,10,10,0,10,0,0,0,10,219,0,219,0,0,0,219
102522988,b5abcecd-8afe-4fe5-9c4c-a6539308984f,2020-02-26 13:27:02,2020-02-26 13:26:52.018,2020-02-26 13:27:07.379,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102523053,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 13:27:20,2020-02-26 13:27:05.733,2020-02-26 13:27:23.689,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102523133,4a771d87-1cc3-4531-a671-9a2ae14628f0,2020-02-26 13:27:34,2020-02-26 13:27:31.450,2020-02-26 13:27:46.983,ONLINE,2020-02-26 10:36:15.630,11,0,11,0,0,0,11,10,0,10,0,0,0,10,217,0,217,0,0,0,217
102523207,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:27:54,2020-02-26 13:27:43.703,2020-02-26 13:27:59.113,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102523334,15f3a119-fa85-4cea-bf80-5f5d1d30f719,2020-02-26 13:28:33,2020-02-26 13:28:20.795,2020-02-26 13:28:37.292,,,10,0,10,0,0,0,10,11,0,11,0,0,0,11,218,0,218,0,0,0,218
102523560,4e45b3b4-85c0-4b77-b773-b85d63948f3f,2020-02-26 13:29:40,2020-02-26 13:29:26.599,2020-02-26 13:29:41.867,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,108,0,108,0,0,0,108
102523656,37638585-a181-4265-aeb2-d9e284bb30c3,2020-02-26 13:30:18,2020-02-26 13:30:08.828,2020-02-26 13:30:24.255,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,229,0,229,0,0,0,229
102523786,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:31:03,2020-02-26 13:30:48.534,2020-02-26 13:31:03.853,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102523831,f40df2b8-1495-4eb4-82b1-af7206ccfcc3,2020-02-26 13:31:12,2020-02-26 13:31:09.241,2020-02-26 13:31:15.526,,,23,0,23,0,0,0,23,23,0,23,0,0,0,23,405,0,405,0,0,0,405
102523842,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:31:33,2020-02-26 13:31:18.257,2020-02-26 13:31:33.635,,,11,0,11,0,0,0,11,8,0,8,0,0,0,8,199,0,199,0,0,0,199
102524244,a8d153dc-2294-4446-b190-78dd8c306e74,2020-02-26 13:33:12,2020-02-26 13:33:08.439,2020-02-26 13:33:23.943,ONLINE,2020-02-26 11:30:14.088,6,1,5,0,1,0,5,11,0,11,0,0,0,11,161,10,151,0,10,0,151
102524107,4daffa4e-a64d-4a3a-a687-de230b2568a4,2020-02-26 13:33:35,2020-02-26 13:33:05.327,2020-02-26 13:33:40.519,,,9,1,8,0,1,0,8,4,2,2,0,2,0,2,225,1,224,0,1,0,224
102524243,1f431c5f-3ee7-4e5a-a450-1f31779bfd53,2020-02-26 13:34:20,2020-02-26 13:34:06.976,2020-02-26 13:34:22.349,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,203,0,203,0,0,0,203
102524488,9df98071-0c86-461d-94d0-3a13533172da,2020-02-26 13:34:20,2020-02-26 13:34:06.022,2020-02-26 13:34:21.306,,,10,0,10,0,0,0,10,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102524269,b5abcecd-8afe-4fe5-9c4c-a6539308984f,2020-02-26 13:35:14,2020-02-26 13:35:01.616,2020-02-26 13:35:16.945,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,232,0,232,0,0,0,232
102524817,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:36:15,2020-02-26 13:36:08.438,2020-02-26 13:36:59.217,,,4,0,4,0,0,0,4,9,0,9,0,0,0,9,198,0,198,0,0,0,198
102524973,729c5a47-b29e-40e2-85dd-adf3fc4684fa,2020-02-26 13:37:07,2020-02-26 13:36:35.499,2020-02-26 13:38:22.305,,,10,0,10,0,0,0,10,7,0,7,0,0,0,7,233,0,233,0,0,0,233
102524478,ab661e04-2fed-462f-ad9e-eac1ae736fdf,2020-02-26 13:37:42,2020-02-26 13:37:30.759,2020-02-26 13:38:10.213,,,4,0,4,0,0,0,4,7,0,7,0,0,0,7,125,0,125,0,0,0,125
102524885,4a771d87-1cc3-4531-a671-9a2ae14628f0,2020-02-26 13:37:54,2020-02-26 13:37:44.385,2020-02-26 13:38:00.649,ONLINE,2020-02-26 10:36:15.630,11,0,11,0,0,0,11,11,0,11,0,0,0,11,215,0,215,0,0,0,215
102525178,81fa4b47-096a-4def-9eaa-dff4ff5a21e6,2020-02-26 13:38:13,2020-02-26 13:38:11.600,2020-02-26 13:38:50.584,,,1,0,1,0,0,0,1,5,0,5,0,0,0,5,29,0,29,0,0,0,29
102524685,f2b6338b-a223-4b81-a9e1-acfe37f40ce1,2020-02-26 13:38:59,2020-02-26 13:38:58.090,2020-02-26 13:39:14.311,,,2,0,1,1,0,1,1,7,0,7,0,0,0,7,8,0,7,1,0,1,7
102525382,39e0c50e-fd53-487e-8e15-234cc34fbc8c,2020-02-26 13:40:03,2020-02-26 13:39:48.245,2020-02-26 13:40:03.469,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,227,0,227,0,0,0,227
102525697,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,2020-02-26 13:40:44,2020-02-26 13:40:39.300,2020-02-26 13:40:55.812,,,11,0,11,0,0,0,11,10,0,10,0,0,0,10,129,16,113,0,16,0,113
102525336,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:40:50,2020-02-26 13:40:48.701,2020-02-26 13:41:04.262,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102525276,39e0c50e-fd53-487e-8e15-234cc34fbc8c,2020-02-26 13:41:01,2020-02-26 13:40:49.712,2020-02-26 13:41:05.461,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,228,0,228,0,0,0,228
102524849,15f3a119-fa85-4cea-bf80-5f5d1d30f719,2020-02-26 13:41:35,2020-02-26 13:41:29.878,2020-02-26 13:41:45.877,,,10,0,10,0,0,0,10,11,0,11,0,0,0,11,217,0,217,0,0,0,217
102523810,37638585-a181-4265-aeb2-d9e284bb30c3,2020-02-26 13:42:17,2020-02-26 13:42:12.507,2020-02-26 13:42:27.876,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,230,0,230,0,0,0,230
102525144,28267633-0634-49d5-b7ab-0b9882a9ab71,2020-02-26 13:42:21,2020-02-26 13:42:18.435,2020-02-26 13:42:33.904,,,12,0,12,0,0,0,12,10,0,10,0,0,0,10,197,4,193,0,2,2,193
102525828,ce095f7d-949d-48da-a48c-cbf2e496c1b9,2020-02-26 13:42:40,2020-02-26 13:42:30.447,2020-02-26 13:42:46.083,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102526194,486e54ed-c4c2-43c6-a26e-9fd7b27b2a1f,2020-02-26 13:43:27,2020-02-26 13:43:18.622,2020-02-26 13:43:34.242,,,11,0,11,0,0,0,11,11,0,11,0,0,0,11,143,4,139,0,4,0,139
102525637,9df98071-0c86-461d-94d0-3a13533172da,2020-02-26 13:44:28,2020-02-26 13:44:20.345,2020-02-26 13:44:36.374,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,229,0,229,0,0,0,229
102526257,d0cf6df2-339a-4c4f-ae09-3918d5e6f2f4,2020-02-26 13:44:48,2020-02-26 13:44:37.232,2020-02-26 13:44:53.712,,,11,0,11,0,0,0,11,11,0,11,0,0,0,11,92,0,92,0,0,0,92
102526040,7995c021-8983-4f53-902f-2a089944c501,2020-02-26 13:45:52,2020-02-26 13:45:41.969,2020-02-26 13:45:57.244,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,232,0,232,0,0,0,232
102526716,4a771d87-1cc3-4531-a671-9a2ae14628f0,2020-02-26 13:47:14,2020-02-26 13:47:05.804,2020-02-26 13:47:21.611,ONLINE,2020-02-26 10:36:15.630,11,0,11,0,0,0,11,11,0,11,0,0,0,11,216,0,216,0,0,0,216
102526982,f40df2b8-1495-4eb4-82b1-af7206ccfcc3,2020-02-26 13:47:44,2020-02-26 13:47:35.533,2020-02-26 13:47:44.531,,,22,0,22,0,0,0,22,24,0,24,0,0,0,24,404,0,404,0,0,0,404
102524583,37638585-a181-4265-aeb2-d9e284bb30c3,2020-02-26 13:47:55,2020-02-26 13:47:47.546,2020-02-26 13:48:03.027,,,12,0,12,0,0,0,12,10,0,10,0,0,0,10,229,0,229,0,0,0,229
102527050,b16ec522-f02a-4f7d-9ba1-80423b91bd37,2020-02-26 13:48:07,2020-02-26 13:47:54.896,2020-02-26 13:48:13.801,,,8,0,8,0,0,0,8,8,1,7,0,1,0,7,182,0,182,0,0,0,182
102527377,7dd7a222-0b6c-4835-adb7-12013d02f1b0,2020-02-26 13:49:55,2020-02-26 13:49:43.465,2020-02-26 13:49:59.017,,,10,0,10,0,0,0,10,12,0,12,0,0,0,12,227,0,227,0,0,0,227
102527679,49ccee9c-d783-4c66-aed6-af8745a51640,2020-02-26 13:51:23,2020-02-26 13:51:14.937,2020-02-26 13:51:30.859,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,233,0,233,0,0,0,233
102527745,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:51:48,2020-02-26 13:51:41.969,2020-02-26 13:51:58.403,ONLINE,2020-02-26 13:00:33.317,11,0,11,0,0,0,11,8,0,8,0,0,0,8,219,1,218,0,0,1,218
102527988,82fb1d95-c894-4499-825e-8774d0247087,2020-02-26 13:53:06,2020-02-26 13:53:01.656,2020-02-26 13:53:16.944,ONLINE,2020-02-26 09:29:19.784,11,0,11,0,0,0,11,12,0,12,0,0,0,12,210,0,210,0,0,0,210
102528060,e7dd9fe8-03e8-41ae-abc7-8a4b0b098971,2020-02-26 13:53:36,2020-02-26 13:52:11.866,2020-02-26 13:53:52.128,,,5,1,4,0,1,0,4,5,2,3,0,2,0,3,126,14,112,0,14,0,112
102527955,1cdc8ef5-3752-4200-8b84-3a1df38b195f,2020-02-26 13:53:45,2020-02-26 13:53:38.411,2020-02-26 13:54:04.863,ONLINE,2020-02-26 13:00:33.317,9,0,9,0,0,0,9,10,0,10,0,0,0,10,217,1,216,0,0,1,216
102528258,49ccee9c-d783-4c66-aed6-af8745a51640,2020-02-26 13:54:32,2020-02-26 13:54:31.448,2020-02-26 13:54:41.070,,,11,0,11,0,0,0,11,9,0,9,0,0,0,9,233,0,233,0,0,0,233
102528314,096bf5c3-bfbf-4f3e-ac97-e09200c1d1ba,2020-02-26 13:54:42,2020-02-26 13:54:34.424,2020-02-26 13:54:49.688,,,12,0,12,0,0,0,12,12,0,12,0,0,0,12,227,0,227,0,0,0,227
102528846,27f5eb05-40d4-449d-a7e6-ddb764a6944a,2020-02-26 13:57:43,2020-02-26 13:57:38.006,2020-02-26 14:00:35.416,,,6,0,6,0,0,0,6,1,0,1,0,0,0,1,48,0,48,0,0,0,48
102528883,ce095f7d-949d-48da-a48c-cbf2e496c1b9,2020-02-26 13:57:50,2020-02-26 13:57:37.966,2020-02-26 13:57:53.553,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,230,0,230,0,0,0,230
102529126,37638585-a181-4265-aeb2-d9e284bb30c3,2020-02-26 14:00:13,2020-02-26 14:00:01.317,2020-02-26 14:00:16.686,,,11,0,11,0,0,0,11,12,0,12,0,0,0,12,224,0,224,0,0,0,224
102529398,729c5a47-b29e-40e2-85dd-adf3fc4684fa,2020-02-26 14:00:35,2020-02-26 14:00:33.881,2020-02-26 14:00:49.251,,,12,0,12,0,0,0,12,11,0,11,0,0,0,11,229,0,229,0,0,0,229
102529327,4a771d87-1cc3-4531-a671-9a2ae14628f0,2020-02-26 14:03:04,2020-02-26 14:02:54.031,2020-02-26 14:03:10.147,ONLINE,2020-02-26 10:36:15.630,11,0,11,0,0,0,11,11,0,11,0,0,0,11,217,0,217,0,0,0,217
